ID_Helper,ID_Objectif,ID_Localite,ID_Tache,Designation,Qte_Prevue,Taches,Poids,Qte_Realisee,Taux_Realisation,Qte_Prevue_Total,Avancement_Pondere,Localite,Nom_Geo_1,Categorie
HC-413,bb3d3ddb,ALI_Kan_06,P2AE_PBA_HTA,PBA 12A800,1.0,PBA_HTA,0.3,1.0,1.0,17.0,0.01764705882352941,Fafa,ALIBORI,Travaux HTA
HC-414,756ace2b,ALI_Kan_06,P2AE_PBA_HTA,PBA 14A1000,10.0,PBA_HTA,0.3,0.0,0.0,17.0,0.0,Fafa,ALIBORI,Travaux HTA
HC-415,5d367e91,ALI_Kan_06,P2AE_PBA_HTA,PBA 14C1000,4.0,PBA_HTA,0.3,0.0,0.0,17.0,0.0,Fafa,ALIBORI,Travaux HTA
HC-416,605l67563,ALI_Kan_06,P2AE_Cable_HTA,ASTER 54mm²,100.0,Cable_HTA,0.3333,58.18,0.5818,100.0,0.19391393999999998,Fafa,ALIBORI,Travaux HTA
HC-417,5e531320,ALI_Kan_06,P2AE_Cable_BT,PRC 50mm²,2320.0,Cable_BT,0.3111,1772.5,0.7640086206896551,3360.0,0.1641145089285714,Fafa,ALIBORI,Travaux BT
HC-418,a84ed8dd,ALI_Kan_06,P2AE_Cable_BT,PRC 70mm²,1040.0,Cable_BT,0.3111,0.0,0.0,3360.0,0.0,Fafa,ALIBORI,Travaux BT
HC-419,609f3b2f,ALI_Kan_06,P2AE_DMT,Point Double DMT-CC,1.0,DMT-CC,0.0833,0.0,0.0,1.0,0.0,Fafa,ALIBORI,Travaux HTA
HC-420,9b21046f,ALI_Kan_06,P2AE_IACM,IACM,1.0,IACM,0.0833,0.0,0.0,1.0,0.0,Fafa,ALIBORI,Travaux HTA
HC-421,57f1b39e,ALI_Kan_06,P2AE_TFO,Transformateur 160 kVA,1.0,TFO,0.1667,0.0,0.0,1.0,0.0,Fafa,ALIBORI,Travaux HTA
HC-422,9131cb50,ALI_Kan_06,P2AE_EP,EP,27.0,EP,0.1556,0.0,0.0,27.0,0.0,Fafa,ALIBORI,Travaux BT
HC-423,c4425f13,ALI_Kan_06,P2AE_Terre,Mise à la terre,20.0,Terre,0.0667,0.0,0.0,20.0,0.0,Fafa,ALIBORI,Travaux BT
HC-424,98aee3ad,ALI_Kan_06,P2AE_Fouille_HTA,Fouille réseau haute tension,16.0,Fouille_HTA,0.0333,2.0,0.125,16.0,0.0041625,Fafa,ALIBORI,Travaux HTA
HC-425,c9f39715,ALI_Kan_06,P2AE_Fouille_BT,Fouille réseau basse tension,51.0,Fouille_BT,0.0467,46.0,0.9019607843137255,51.0,0.04212156862745098,Fafa,ALIBORI,Travaux BT
HC-426,0c634d1c,DON_Bas_01,P2AE_PBA_BT,PBA 9A200,68.0,PBA_BT,0.42,59.0,0.8676470588235294,138.0,0.17956521739130435,Partago,DONGA,Travaux BT
HC-427,7c1e0d12,DON_Bas_01,P2AE_PBA_BT,PBA 9A650,57.0,PBA_BT,0.42,52.0,0.9122807017543859,138.0,0.15826086956521737,Partago,DONGA,Travaux BT
HC-428,63bbedc6,DON_Bas_01,P2AE_PBA_BT,PBA 9C650,13.0,PBA_BT,0.42,0.0,0.0,138.0,0.0,Partago,DONGA,Travaux BT
HC-429,d25e0540,DON_Bas_01,P2AE_PBA_HTA,PBA 11A1250,1.0,PBA_HTA,0.3,1.0,1.0,4.0,0.075,Partago,DONGA,Travaux HTA
HC-430,bf7ce2fa,DON_Bas_01,P2AE_PBA_HTA,PBA 12A800,1.0,PBA_HTA,0.3,1.0,1.0,4.0,0.075,Partago,DONGA,Travaux HTA
HC-431,c5134404,DON_Bas_01,P2AE_PBA_HTA,PBA 13C800,1.0,PBA_HTA,0.3,0.0,0.0,4.0,0.0,Partago,DONGA,Travaux HTA
HC-432,d5bba431,DON_Bas_01,P2AE_Cable_HTA,ASTER 54mm²,153.0,Cable_HTA,0.3333,0.0,0.0,153.0,0.0,Partago,DONGA,Travaux HTA
HC-433,ecf2aac4,DON_Bas_01,P2AE_Cable_HTA,ASTER 75mm²,0.0,Cable_HTA,0.3333,0.0,0.0,153.0,0.0,Partago,DONGA,Travaux HTA
HC-434,7d028f38,DON_Bas_01,P2AE_Cable_BT,PRC 50mm²,6050.0,Cable_BT,0.3111,0.0,0.0,6185.0,0.0,Partago,DONGA,Travaux BT
HC-435,822c9213,DON_Bas_01,P2AE_Cable_BT,PRC 70mm²,135.0,Cable_BT,0.3111,0.0,0.0,6185.0,0.0,Partago,DONGA,Travaux BT
HC-436,d93af626,DON_Bas_01,P2AE_DMT,Point Double DMT-CC,1.0,DMT-CC,0.0833,0.0,0.0,1.0,0.0,Partago,DONGA,Travaux HTA
HC-437,20bf0aa4,DON_Bas_01,P2AE_IACM,IACM,1.0,IACM,0.0833,0.0,0.0,1.0,0.0,Partago,DONGA,Travaux HTA
HC-438,1cf29a2f,DON_Bas_01,P2AE_TFO,Transformateur 160 kVA,1.0,TFO,0.1667,0.0,0.0,1.0,0.0,Partago,DONGA,Travaux HTA
HC-439,90baf2d5,DON_Bas_01,P2AE_EP,EP,54.0,EP,0.1556,0.0,0.0,54.0,0.0,Partago,DONGA,Travaux BT
HC-440,202faf99,DON_Bas_01,P2AE_Terre,Mise à la terre,46.0,Terre,0.0667,0.0,0.0,46.0,0.0,Partago,DONGA,Travaux BT
HC-441,50o58371,DON_Bas_01,P2AE_Fouille_HTA,Fouille réseau haute tension,3.0,Fouille_HTA,0.0333,0.0,0.0,3.0,0.0,Partago,DONGA,Travaux HTA
HC-442,806d0e68,DON_Bas_01,P2AE_Fouille_BT,Fouille réseau basse tension,139.0,Fouille_BT,0.0467,77.0,0.5539568345323741,139.0,0.02586978417266187,Partago,DONGA,Travaux BT
HC-443,830c6e17,DON_Bas_02,P2AE_PBA_BT,PBA 11C650,2.0,PBA_BT,0.42,2.0,1.0,213.0,0.003943661971830986,Oké-Igboélé,DONGA,Travaux BT
HC-444,86b1a6e4,DON_Bas_02,P2AE_PBA_BT,PBA 9A200,111.0,PBA_BT,0.42,111.0,1.0,213.0,0.2188732394366197,Oké-Igboélé,DONGA,Travaux BT
HC-445,90cbd802,DON_Bas_02,P2AE_PBA_BT,PBA 9A650,77.0,PBA_BT,0.42,74.0,0.961038961038961,213.0,0.14591549295774647,Oké-Igboélé,DONGA,Travaux BT
HC-446,a5945017,DON_Bas_02,P2AE_PBA_BT,PBA 9C650,23.0,PBA_BT,0.42,23.0,1.0,213.0,0.045352112676056336,Oké-Igboélé,DONGA,Travaux BT
HC-447,111e6de9,DON_Bas_02,P2AE_PBA_HTA,PBA 11A1250,2.0,PBA_HTA,0.3,2.0,1.0,44.0,0.013636363636363636,Oké-Igboélé,DONGA,Travaux HTA
HC-448,cfe9974f,DON_Bas_02,P2AE_PBA_HTA,PBA 12A800,2.0,PBA_HTA,0.3,2.0,1.0,44.0,0.013636363636363636,Oké-Igboélé,DONGA,Travaux HTA
HC-449,1d8cbaca,DON_Bas_02,P2AE_PBA_HTA,PBA 13A400,23.0,PBA_HTA,0.3,19.0,0.8260869565217391,44.0,0.12954545454545452,Oké-Igboélé,DONGA,Travaux HTA
HC-450,c7f52aa7,DON_Bas_02,P2AE_PBA_HTA,PBA 13C1250,1.0,PBA_HTA,0.3,1.0,1.0,44.0,0.006818181818181818,Oké-Igboélé,DONGA,Travaux HTA
HC-451,ff732e0a,DON_Bas_02,P2AE_PBA_HTA,PBA 13C800,14.0,PBA_HTA,0.3,8.0,0.5714285714285714,44.0,0.054545454545454536,Oké-Igboélé,DONGA,Travaux HTA
HC-452,6e8e9474,DON_Bas_02,P2AE_Cable_HTA,ASTER 54mm²,1473.0,Cable_HTA,0.3333,0.0,0.0,1473.0,0.0,Oké-Igboélé,DONGA,Travaux HTA
HC-453,cbe511c4,DON_Bas_02,P2AE_Cable_HTA,ASTER 75mm²,0.0,Cable_HTA,0.3333,0.0,0.0,1473.0,0.0,Oké-Igboélé,DONGA,Travaux HTA
HC-454,0fb5dd68,DON_Bas_02,P2AE_Cable_BT,PRC 50mm²,8230.0,Cable_BT,0.3111,5252.98,0.6382721749696233,10190.0,0.16037311854759567,Oké-Igboélé,DONGA,Travaux BT
HC-455,93c9241f,DON_Bas_02,P2AE_Cable_BT,PRC 70mm²,1960.0,Cable_BT,0.3111,0.0,0.0,10190.0,0.0,Oké-Igboélé,DONGA,Travaux BT
HC-456,484d4240,DON_Bas_02,P2AE_DMT,Point Double DMT-CC,2.0,DMT-CC,0.0833,0.0,0.0,2.0,0.0,Oké-Igboélé,DONGA,Travaux HTA
HC-457,b3957f1b,DON_Bas_02,P2AE_IACM,IACM,2.0,IACM,0.0833,2.0,1.0,2.0,0.0833,Oké-Igboélé,DONGA,Travaux HTA
HC-458,7000c192,DON_Bas_02,P2AE_TFO,Transformateur 160 kVA,2.0,TFO,0.1667,0.0,0.0,2.0,0.0,Oké-Igboélé,DONGA,Travaux HTA
HC-459,3d083619,DON_Bas_02,P2AE_EP,EP,86.0,EP,0.1556,0.0,0.0,86.0,0.0,Oké-Igboélé,DONGA,Travaux BT
HC-460,6c0f9b49,DON_Bas_02,P2AE_Terre,Mise à la terre,64.0,Terre,0.0667,0.0,0.0,64.0,0.0,Oké-Igboélé,DONGA,Travaux BT
HC-461,ed1be846,DON_Bas_02,P2AE_Fouille_HTA,Fouille réseau haute tension,42.0,Fouille_HTA,0.0333,34.0,0.8095238095238095,42.0,0.02695714285714286,Oké-Igboélé,DONGA,Travaux HTA
HC-462,df17c444,DON_Bas_02,P2AE_Fouille_BT,Fouille réseau basse tension,216.0,Fouille_BT,0.0467,219.0,1.0,216.0,0.0467,Oké-Igboélé,DONGA,Travaux BT
HC-463,31710acc,DON_Bas_03,P2AE_PBA_BT,PBA 9A200,141.0,PBA_BT,0.42,82.0,0.5815602836879432,244.0,0.14114754098360655,Akaradè,DONGA,Travaux BT
HC-464,270bec47,DON_Bas_03,P2AE_PBA_BT,PBA 9C650,75.0,PBA_BT,0.42,3.0,0.04,244.0,0.005163934426229508,Akaradè,DONGA,Travaux BT
HC-465,8a4802c2,DON_Bas_03,P2AE_PBA_BT,PBA 9A650,18.0,PBA_BT,0.42,47.0,1.0,244.0,0.030983606557377048,Akaradè,DONGA,Travaux BT
HC-466,82d2ffa3,DON_Bas_03,P2AE_PBA_BT,PBA 11C650,10.0,PBA_BT,0.42,0.0,0.0,244.0,0.0,Akaradè,DONGA,Travaux BT
HC-467,694adcc3,DON_Bas_03,P2AE_Cable_BT,PRC 70mm²,4030.0,Cable_BT,0.3111,0.0,0.0,12860.0,0.0,Akaradè,DONGA,Travaux BT
HC-468,aa6f47da,DON_Bas_03,P2AE_Cable_BT,PRC 50mm²,8830.0,Cable_BT,0.3111,0.0,0.0,12860.0,0.0,Akaradè,DONGA,Travaux BT
HC-469,c819fc70,DON_Bas_03,P2AE_PBA_HTA,PBA 13A400,3.0,PBA_HTA,0.3,0.0,0.0,61.0,0.0,Akaradè,DONGA,Travaux HTA
HC-470,35cf629e,DON_Bas_03,P2AE_PBA_HTA,PBA 12A800,41.0,PBA_HTA,0.3,0.0,0.0,61.0,0.0,Akaradè,DONGA,Travaux HTA
HC-471,a5ea907a,DON_Bas_03,P2AE_PBA_HTA,PBA 11A1250,4.0,PBA_HTA,0.3,0.0,0.0,61.0,0.0,Akaradè,DONGA,Travaux HTA
HC-472,244accd5,DON_Bas_03,P2AE_PBA_HTA,PBA 13C800,10.0,PBA_HTA,0.3,0.0,0.0,61.0,0.0,Akaradè,DONGA,Travaux HTA
HC-473,680621u15,DON_Bas_03,P2AE_Cable_HTA,ASTER 54mm²,608.0,Cable_HTA,0.3333,0.0,0.0,608.0,0.0,Akaradè,DONGA,Travaux HTA
HC-474,35f31249,DON_Bas_03,P2AE_DMT,Point Double DMT-CC,3.0,DMT-CC,0.0833,0.0,0.0,3.0,0.0,Akaradè,DONGA,Travaux HTA
HC-475,2066e88e,DON_Bas_03,P2AE_IACM,IACM,3.0,IACM,0.0833,0.0,0.0,3.0,0.0,Akaradè,DONGA,Travaux HTA
HC-476,05a57dfd,DON_Bas_03,P2AE_TFO,Transformateur 160 kVA,3.0,TFO,0.1667,0.0,0.0,3.0,0.0,Akaradè,DONGA,Travaux HTA
HC-477,ec64ea72,DON_Bas_03,P2AE_EP,EP,115.0,EP,0.1556,0.0,0.0,115.0,0.0,Akaradè,DONGA,Travaux BT
HC-478,c1c6e8a9,DON_Bas_03,P2AE_Terre,Mise à la terre,79.0,Terre,0.0667,0.0,0.0,79.0,0.0,Akaradè,DONGA,Travaux BT
HC-479,8159ba33,DON_Bas_03,P2AE_Fouille_HTA,Fouille réseau haute tension,58.0,Fouille_HTA,0.0333,0.0,0.0,58.0,0.0,Akaradè,DONGA,Travaux HTA
HC-480,f8d87af2,DON_Bas_03,P2AE_Fouille_BT,Fouille réseau basse tension,244.0,Fouille_BT,0.0467,105.0,0.430327868852459,244.0,0.020096311475409835,Akaradè,DONGA,Travaux BT
HC-481,e8fb0238,DON_Bas_04,P2AE_PBA_BT,PBA 11C650,1.0,PBA_BT,0.42,0.0,0.0,14.0,0.0,Tchimbéri,DONGA,Travaux BT
HC-482,a2e65035,DON_Bas_04,P2AE_PBA_BT,PBA 9A200,6.0,PBA_BT,0.42,5.0,0.8333333333333334,14.0,0.15,Tchimbéri,DONGA,Travaux BT
HC-483,55f911d6,DON_Bas_04,P2AE_PBA_BT,PBA 9A650,7.0,PBA_BT,0.42,7.0,1.0,14.0,0.21,Tchimbéri,DONGA,Travaux BT
HC-484,996687d9,DON_Bas_04,P2AE_PBA_HTA,PBA 11A1250,1.0,PBA_HTA,0.3,0.0,0.0,28.0,0.0,Tchimbéri,DONGA,Travaux HTA
HC-485,68da7722,DON_Bas_04,P2AE_PBA_HTA,PBA 12A1250,2.0,PBA_HTA,0.3,0.0,0.0,28.0,0.0,Tchimbéri,DONGA,Travaux HTA
HC-486,fe6e1d27,DON_Bas_04,P2AE_PBA_HTA,PBA 12A800,24.0,PBA_HTA,0.3,0.0,0.0,28.0,0.0,Tchimbéri,DONGA,Travaux HTA
HC-487,9f67c050,DON_Bas_04,P2AE_PBA_HTA,PBA 13C800,1.0,PBA_HTA,0.3,0.0,0.0,28.0,0.0,Tchimbéri,DONGA,Travaux HTA
HC-488,cc48f485,DON_Bas_04,P2AE_Cable_HTA,ASTER 54mm²,153.0,Cable_HTA,0.3333,0.0,0.0,153.0,0.0,Tchimbéri,DONGA,Travaux HTA
HC-489,3c1fd3c4,DON_Bas_04,P2AE_Cable_HTA,ASTER 75mm²,0.0,Cable_HTA,0.3333,0.0,0.0,153.0,0.0,Tchimbéri,DONGA,Travaux HTA
HC-490,a7e55e21,DON_Bas_04,P2AE_Cable_BT,PRC 50mm²,530.0,Cable_BT,0.3111,0.0,0.0,1813.0,0.0,Tchimbéri,DONGA,Travaux BT
HC-491,b54c832a,DON_Bas_04,P2AE_Cable_BT,PRC 70mm²,1283.0,Cable_BT,0.3111,0.0,0.0,1813.0,0.0,Tchimbéri,DONGA,Travaux BT
HC-492,a3619a4a,DON_Bas_04,P2AE_DMT,Point Double DMT-CC,1.0,DMT-CC,0.0833,0.0,0.0,1.0,0.0,Tchimbéri,DONGA,Travaux HTA
HC-493,92e546da,DON_Bas_04,P2AE_IACM,IACM,1.0,IACM,0.0833,0.0,0.0,1.0,0.0,Tchimbéri,DONGA,Travaux HTA
HC-494,529a80cd,DON_Bas_04,P2AE_TFO,Transformateur 160 kVA,0.0,TFO,0.1667,0.0,0.0,0.0,0.0,Tchimbéri,DONGA,Travaux HTA
HC-495,22f017ce,DON_Bas_04,P2AE_EP,EP,23.0,EP,0.1556,0.0,0.0,23.0,0.0,Tchimbéri,DONGA,Travaux BT
HC-496,a89b75b5,DON_Bas_04,P2AE_Terre,Mise à la terre,16.0,Terre,0.0667,0.0,0.0,16.0,0.0,Tchimbéri,DONGA,Travaux BT
HC-497,0988b3d0,DON_Bas_04,P2AE_Fouille_HTA,Fouille réseau haute tension,28.0,Fouille_HTA,0.0333,0.0,0.0,28.0,0.0,Tchimbéri,DONGA,Travaux HTA
HC-498,be38ee6f,DON_Bas_04,P2AE_Fouille_BT,Fouille réseau basse tension,14.0,Fouille_BT,0.0467,5.0,0.35714285714285715,14.0,0.016678571428571428,Tchimbéri,DONGA,Travaux BT
HC-499,47c50483,DON_Djo_01,P2AE_PBA_BT,PBA 11C650,5.0,PBA_BT,0.42,7.0,1.0,788.0,0.00266497461928934,Founga,DONGA,Travaux BT
HC-500,5a0d3f39,DON_Djo_01,P2AE_PBA_BT,PBA 9A200,497.0,PBA_BT,0.42,478.0,0.9617706237424547,788.0,0.2547715736040609,Founga,DONGA,Travaux BT
HC-501,7b99cc01,DON_Djo_01,P2AE_PBA_BT,PBA 9A650,247.0,PBA_BT,0.42,233.0,0.9433198380566802,788.0,0.12418781725888325,Founga,DONGA,Travaux BT
HC-502,e127e164,DON_Djo_01,P2AE_PBA_BT,PBA 9C650,39.0,PBA_BT,0.42,32.0,0.8205128205128205,788.0,0.017055837563451776,Founga,DONGA,Travaux BT
HC-503,d99a2f2e,DON_Djo_01,P2AE_PBA_HTA,PBA 11A1250,6.0,PBA_HTA,0.3,4.0,0.6666666666666666,105.0,0.011428571428571427,Founga,DONGA,Travaux HTA
HC-504,c899574d,DON_Djo_01,P2AE_PBA_HTA,PBA 12A800,33.0,PBA_HTA,0.3,5.0,0.15151515151515152,105.0,0.014285714285714285,Founga,DONGA,Travaux HTA
HC-505,4dc4b1a6,DON_Djo_01,P2AE_PBA_HTA,PBA 13A400,38.0,PBA_HTA,0.3,27.0,0.7105263157894737,105.0,0.07714285714285714,Founga,DONGA,Travaux HTA
HC-506,645c7c44,DON_Djo_01,P2AE_PBA_HTA,PBA 13C1250,3.0,PBA_HTA,0.3,4.0,1.0,105.0,0.00857142857142857,Founga,DONGA,Travaux HTA
HC-507,9894r4923,DON_Djo_01,P2AE_PBA_HTA,PBA 13C800,20.0,PBA_HTA,0.3,6.0,0.3,105.0,0.01714285714285714,Founga,DONGA,Travaux HTA
HC-508,4f0ad9ad,DON_Djo_01,P2AE_Cable_HTA,ASTER 54mm²,2235.0,Cable_HTA,0.3333,0.0,0.0,2235.0,0.0,Founga,DONGA,Travaux HTA
HC-509,f22d0d79,DON_Djo_01,P2AE_Cable_BT,PRC 50mm²,22805.0,Cable_BT,0.3111,9680.24,0.42447884235913175,38185.0,0.07886664040853737,Founga,DONGA,Travaux BT
HC-510,d844b4c7,DON_Djo_01,P2AE_Cable_BT,PRC 70mm²,15380.0,Cable_BT,0.3111,1975.45,0.12844278283485047,38185.0,0.01609434319759068,Founga,DONGA,Travaux BT
HC-511,28e2d46f,DON_Djo_01,P2AE_DMT,Point Double DMT-CC,5.0,DMT-CC,0.0833,0.0,0.0,5.0,0.0,Founga,DONGA,Travaux HTA
HC-512,48b56adf,DON_Djo_01,P2AE_IACM,IACM,5.0,IACM,0.0833,4.0,0.8,5.0,0.06664,Founga,DONGA,Travaux HTA
HC-513,c06adb76,DON_Djo_01,P2AE_TFO,Transformateur 160 kVA,6.0,TFO,0.1667,0.0,0.0,6.0,0.0,Founga,DONGA,Travaux HTA
HC-514,4234f201,DON_Djo_01,P2AE_EP,EP,309.0,EP,0.1556,0.0,0.0,309.0,0.0,Founga,DONGA,Travaux BT
HC-515,772g50400,DON_Djo_01,P2AE_Terre,Mise à la terre,211.0,Terre,0.0667,0.0,0.0,211.0,0.0,Founga,DONGA,Travaux BT
HC-516,adffc051,DON_Djo_01,P2AE_Fouille_HTA,Fouille réseau haute tension,100.0,Fouille_HTA,0.0333,32.0,0.32,100.0,0.010656,Founga,DONGA,Travaux HTA
HC-517,c809ab08,DON_Djo_01,P2AE_Fouille_BT,Fouille réseau basse tension,792.0,Fouille_BT,0.0467,669.0,0.8446969696969697,792.0,0.03944734848484849,Founga,DONGA,Travaux BT
HC-518,381n52949,DON_Djo_02,P2AE_PBA_BT,PBA 11C650,1.0,PBA_BT,0.42,0.0,0.0,71.0,0.0,Alfa-Kpara,DONGA,Travaux BT
HC-519,df4dc83d,DON_Djo_02,P2AE_PBA_BT,PBA 9A200,44.0,PBA_BT,0.42,28.0,0.6363636363636364,71.0,0.1656338028169014,Alfa-Kpara,DONGA,Travaux BT
HC-520,e587ed7a,DON_Djo_02,P2AE_PBA_BT,PBA 9A650,18.0,PBA_BT,0.42,10.0,0.5555555555555556,71.0,0.059154929577464786,Alfa-Kpara,DONGA,Travaux BT
HC-521,2b02a7dd,DON_Djo_02,P2AE_PBA_BT,PBA 9C650,8.0,PBA_BT,0.42,4.0,0.5,71.0,0.023661971830985916,Alfa-Kpara,DONGA,Travaux BT
HC-522,a5892035,DON_Djo_02,P2AE_PBA_HTA,PBA 12A800,10.0,PBA_HTA,0.3,0.0,0.0,11.0,0.0,Alfa-Kpara,DONGA,Travaux HTA
HC-523,16a803a0,DON_Djo_02,P2AE_PBA_HTA,PBA 13C800,1.0,PBA_HTA,0.3,0.0,0.0,11.0,0.0,Alfa-Kpara,DONGA,Travaux HTA
HC-524,3257170f,DON_Djo_02,P2AE_Cable_BT,PRC 50mm²,3090.0,Cable_BT,0.3111,0.0,0.0,3770.0,0.0,Alfa-Kpara,DONGA,Travaux BT
HC-525,3af5b091,DON_Djo_02,P2AE_Cable_BT,PRC 70mm²,680.0,Cable_BT,0.3111,0.0,0.0,3770.0,0.0,Alfa-Kpara,DONGA,Travaux BT
HC-526,8d6a901b,DON_Djo_02,P2AE_EP,EP,40.0,EP,0.1556,0.0,0.0,40.0,0.0,Alfa-Kpara,DONGA,Travaux BT
HC-527,207ea0e9,DON_Djo_02,P2AE_Terre,Mise à la terre,22.0,Terre,0.0667,0.0,0.0,22.0,0.0,Alfa-Kpara,DONGA,Travaux BT
HC-528,8e15127b,DON_Djo_02,P2AE_Fouille_HTA,Fouille réseau haute tension,11.0,Fouille_HTA,0.0333,0.0,0.0,11.0,0.0,Alfa-Kpara,DONGA,Travaux HTA
HC-529,bbdcfe61,DON_Djo_02,P2AE_Fouille_BT,Fouille réseau basse tension,71.0,Fouille_BT,0.0467,45.0,0.6338028169014085,71.0,0.029598591549295776,Alfa-Kpara,DONGA,Travaux BT
HC-530,be074da4,DON_Djo_03,P2AE_PBA_BT,PBA 11C650,5.0,PBA_BT,0.42,0.0,0.0,176.0,0.0,Vanhoui,DONGA,Travaux BT
HC-531,59e6746d,DON_Djo_03,P2AE_PBA_BT,PBA 9A200,106.0,PBA_BT,0.42,97.0,0.9150943396226415,176.0,0.23147727272727275,Vanhoui,DONGA,Travaux BT
HC-532,253e392c,DON_Djo_03,P2AE_PBA_BT,PBA 9A650,52.0,PBA_BT,0.42,52.0,1.0,176.0,0.1240909090909091,Vanhoui,DONGA,Travaux BT
HC-533,edaf5851,DON_Djo_03,P2AE_PBA_BT,PBA 9C650,13.0,PBA_BT,0.42,11.0,0.8461538461538461,176.0,0.02625,Vanhoui,DONGA,Travaux BT
HC-534,a1c7078f,DON_Djo_03,P2AE_PBA_HTA,PBA 11A1250,3.0,PBA_HTA,0.3,0.0,0.0,59.0,0.0,Vanhoui,DONGA,Travaux HTA
HC-535,ad497183,DON_Djo_03,P2AE_PBA_HTA,PBA 12A800,44.0,PBA_HTA,0.3,0.0,0.0,59.0,0.0,Vanhoui,DONGA,Travaux HTA
HC-536,91ec65f8,DON_Djo_03,P2AE_PBA_HTA,PBA 13C800,9.0,PBA_HTA,0.3,0.0,0.0,59.0,0.0,Vanhoui,DONGA,Travaux HTA
HC-537,4261s1477,DON_Djo_03,P2AE_Cable_HTA,ASTER 54mm²,280.0,Cable_HTA,0.3333,0.0,0.0,280.0,0.0,Vanhoui,DONGA,Travaux HTA
HC-538,f9200cae,DON_Djo_03,P2AE_Cable_BT,PRC 50mm²,9554.0,Cable_BT,0.3111,0.0,0.0,11138.0,0.0,Vanhoui,DONGA,Travaux BT
HC-539,bf4c0fe0,DON_Djo_03,P2AE_Cable_BT,PRC 70mm²,1584.0,Cable_BT,0.3111,0.0,0.0,11138.0,0.0,Vanhoui,DONGA,Travaux BT
HC-540,b81966d3,DON_Djo_03,P2AE_DMT,Point Double DMT-CC,3.0,DMT-CC,0.0833,0.0,0.0,3.0,0.0,Vanhoui,DONGA,Travaux HTA
HC-541,db045fcb,DON_Djo_03,P2AE_IACM,IACM,3.0,IACM,0.0833,0.0,0.0,3.0,0.0,Vanhoui,DONGA,Travaux HTA
HC-542,f2160114,DON_Djo_03,P2AE_TFO,Transformateur 160 kVA,2.0,TFO,0.1667,0.0,0.0,2.0,0.0,Vanhoui,DONGA,Travaux HTA
HC-543,fc76f96e,DON_Djo_03,P2AE_EP,EP,83.0,EP,0.1556,0.0,0.0,83.0,0.0,Vanhoui,DONGA,Travaux BT
HC-544,f2e190fa,DON_Djo_03,P2AE_Terre,Mise à la terre,77.0,Terre,0.0667,0.0,0.0,77.0,0.0,Vanhoui,DONGA,Travaux BT
HC-545,cd825439,DON_Djo_03,P2AE_Fouille_HTA,Fouille réseau haute tension,56.0,Fouille_HTA,0.0333,0.0,0.0,56.0,0.0,Vanhoui,DONGA,Travaux HTA
HC-546,2f2c284a,DON_Djo_03,P2AE_Fouille_BT,Fouille réseau basse tension,176.0,Fouille_BT,0.0467,164.0,0.9318181818181818,176.0,0.043515909090909084,Vanhoui,DONGA,Travaux BT
HC-547,8c90f909,DON_Djo_04,P2AE_PBA_BT,PBA 11C650,1.0,PBA_BT,0.42,0.0,0.0,94.0,0.0,Nagatchori,DONGA,Travaux BT
HC-548,79f21437,DON_Djo_04,P2AE_PBA_BT,PBA 9A200,52.0,PBA_BT,0.42,51.0,0.9807692307692307,94.0,0.2278723404255319,Nagatchori,DONGA,Travaux BT
HC-549,d62c14f4,DON_Djo_04,P2AE_PBA_BT,PBA 9A650,39.0,PBA_BT,0.42,38.0,0.9743589743589743,94.0,0.1697872340425532,Nagatchori,DONGA,Travaux BT
HC-550,4b32aab5,DON_Djo_04,P2AE_PBA_BT,PBA 9C650,2.0,PBA_BT,0.42,2.0,1.0,94.0,0.008936170212765956,Nagatchori,DONGA,Travaux BT
HC-551,42b0c18c,DON_Djo_04,P2AE_PBA_HTA,PBA 11A1250,1.0,PBA_HTA,0.3,0.0,0.0,27.0,0.0,Nagatchori,DONGA,Travaux HTA
HC-552,147fcc35,DON_Djo_04,P2AE_PBA_HTA,PBA 12A800,3.0,PBA_HTA,0.3,1.0,0.3333333333333333,27.0,0.01111111111111111,Nagatchori,DONGA,Travaux HTA
HC-553,adb82394,DON_Djo_04,P2AE_PBA_HTA,PBA 13A400,14.0,PBA_HTA,0.3,12.0,0.8571428571428571,27.0,0.1333333333333333,Nagatchori,DONGA,Travaux HTA
HC-554,5782a02d,DON_Djo_04,P2AE_PBA_HTA,PBA 13C800,8.0,PBA_HTA,0.3,8.0,1.0,27.0,0.08888888888888888,Nagatchori,DONGA,Travaux HTA
HC-555,fb7fb5c0,DON_Djo_04,P2AE_Cable_HTA,ASTER 54mm²,2965.0,Cable_HTA,0.3333,0.0,0.0,2965.0,0.0,Nagatchori,DONGA,Travaux HTA
HC-556,8790f759,DON_Djo_04,P2AE_Cable_BT,PRC 50mm²,2965.0,Cable_BT,0.3111,0.0,0.0,4827.0,0.0,Nagatchori,DONGA,Travaux BT
HC-557,43e2781f,DON_Djo_04,P2AE_Cable_BT,PRC 70mm²,1862.0,Cable_BT,0.3111,0.0,0.0,4827.0,0.0,Nagatchori,DONGA,Travaux BT
HC-558,1477bbab,DON_Djo_04,P2AE_DMT,Point Double DMT-CC,1.0,DMT-CC,0.0833,0.0,0.0,1.0,0.0,Nagatchori,DONGA,Travaux HTA
